z [m],qc [MPa],fs [MPa],u2 [MPa],ID,Blowcount [Blows/m],Normalised ENTRHU [-],Normalised hammer energy [-],Number of blows,Diameter [m],Bottom wall thickness [mm],Pile penetration [m]
3.0,17.0186976744186,0.1366846511627907,0.03009302325581395,AS,,,,,2.48,55.0,29.0
3.5,19.604,0.17208,0.03375,AS,,,,,2.48,55.0,29.0
4.0,17.93,0.17421,0.03975,AS,8.0,0.125,0.1666666666666667,4.0,2.48,55.0,29.0
4.5,20.022,0.18384,0.04375,AS,10.0,0.1203125,0.1604166666666667,8.0,2.48,55.0,29.0
5.0,18.618,0.17334,0.04875,AS,12.0,0.115625,0.1541666666666667,12.0,2.48,55.0,29.0
5.5,19.349,0.17587,0.05375,AS,12.0,0.1171875,0.15625,18.5,2.48,55.0,29.0
6.0,17.51961538461538,0.1503607692307692,0.05818269230769231,AS,12.0,0.11875,0.1583333333333333,25.0,2.48,55.0,29.0
6.5,16.721,0.12583,0.0645,AS,12.0,0.1178125,0.1570833333333333,32.0,2.48,55.0,29.0
7.0,16.467,0.13187,0.0695,AS,12.0,0.116875,0.1558333333333333,39.0,2.48,55.0,29.0
7.5,13.87,0.11682,0.0745,AS,14.0,0.1178125,0.1570833333333333,47.0,2.48,55.0,29.0
8.0,10.729,0.09922,0.0795,AS,16.0,0.11875,0.1583333333333333,55.0,2.48,55.0,29.0
8.5,11.59,0.09769,0.0835,AS,14.0,0.1534375,0.2045833333333333,61.5,2.48,55.0,29.0
9.0,10.95273684210526,0.09449355263157895,0.08952631578947369,AS,12.0,0.188125,0.2508333333333334,68.0,2.48,55.0,29.0
9.5,10.83168421052632,0.09411526315789474,0.09413157894736843,AS,20.0,0.17625,0.235,78.0,2.48,55.0,29.0
10.0,10.71063157894737,0.09373697368421052,0.09873684210526315,AS,28.0,0.164375,0.2191666666666667,88.0,2.48,55.0,29.0
10.5,16.343,0.14074,0.1035,AS,26.0,0.175,0.2333333333333333,102.0,2.48,55.0,29.0
11.0,31.989,0.21661,0.1085,AS,24.0,0.185625,0.2475,116.0,2.48,55.0,29.0
11.5,38.679,0.18222,0.1105,AS,28.0,0.195,0.26,127.5,2.48,55.0,29.0
12.0,27.848,0.16794,0.1155,AS,32.0,0.204375,0.2725,139.0,2.48,55.0,29.0
12.5,28.081,0.18517,0.1165,AS,56.0,0.240625,0.3208333333333333,172.5,2.48,55.0,29.0
13.0,25.62911111111111,0.1636488888888889,0.1258333333333333,AS,80.0,0.276875,0.3691666666666666,206.0,2.48,55.0,29.0
13.5,29.078,0.19556,0.13225,AS,82.0,0.310625,0.4141666666666667,246.5,2.48,55.0,29.0
14.0,32.562,0.16574,0.13625,AS,84.0,0.344375,0.4591666666666667,287.0,2.48,55.0,29.0
14.5,10.587,0.38779,0.14025,AS,84.0,0.41,0.5466666666666666,326.5,2.48,55.0,29.0
15.0,2.971,0.06245,-0.2837500000000001,AS,84.0,0.475625,0.6341666666666667,366.0,2.48,55.0,29.0
15.5,4.897,0.08685,0.10925,AS,62.0,0.47125,0.6283333333333334,386.0,2.48,55.0,29.0
16.0,6.234499999999993,0.08945333333333329,0.1254166666666667,AS,40.0,0.466875,0.6225,406.0,2.48,55.0,29.0
16.5,14.36623076923076,0.175171282051282,0.1430448717948718,AS,32.0,0.4590625,0.6120833333333333,418.5,2.48,55.0,29.0
17.0,22.49796153846152,0.2608892307692307,0.1606730769230769,AS,24.0,0.45125,0.6016666666666667,431.0,2.48,55.0,29.0
17.5,28.32,0.34571,0.14425,AS,44.0,0.4721875,0.6295833333333334,454.0,2.48,55.0,29.0
18.0,28.51,0.34226,0.16825,AS,64.0,0.493125,0.6575,477.0,2.48,55.0,29.0
18.5,30.897,0.37135,0.16725,AS,72.0,0.4840625,0.6454166666666666,514.0,2.48,55.0,29.0
19.0,32.097,0.38535,0.17125,AS,80.0,0.475,0.6333333333333333,551.0,2.48,55.0,29.0
19.5,27.981,0.36121,0.12325,AS,78.0,0.51875,0.6916666666666667,592.5,2.48,55.0,29.0
20.0,29.5636447368421,0.3538768421052632,0.180578947368421,AS,76.0,0.5625,0.75,634.0,2.48,55.0,29.0
20.5,31.10147368421052,0.3608242105263158,0.1881447368421053,AS,84.0,0.5543750000000001,0.7391666666666667,676.5,2.48,55.0,29.0
21.0,32.63930263157894,0.3677715789473684,0.1957105263157895,AS,92.0,0.54625,0.7283333333333334,719.0,2.48,55.0,29.0
21.5,31.557,0.46395,0.18025,AS,98.0,0.5543750000000001,0.7391666666666667,764.0,2.48,55.0,29.0
22.0,33.457,0.45693,0.08825,AS,104.0,0.5625,0.75,809.0,2.48,55.0,29.0
22.5,51.739,0.44908,-0.12675,AS,94.0,0.5615625,0.74875,849.0,2.48,55.0,29.0
23.0,58.278,0.8683700000000001,0.20625,AS,84.0,0.560625,0.7475,889.0,2.48,55.0,29.0
23.5,51.56766101694917,0.7320530508474579,0.2154406779661017,AS,92.0,0.5321875,0.7095833333333333,933.0,2.48,55.0,29.0
24.0,42.78037288135594,0.5204386440677968,0.2301652542372881,AS,100.0,0.50375,0.6716666666666666,977.0,2.48,55.0,29.0
24.5,51.08600000000001,0.61012,0.237,AS,98.0,0.5121875,0.6829166666666666,1026.0,2.48,55.0,29.0
25.0,52.405,0.76515,0.233,AS,96.0,0.520625,0.6941666666666667,1075.0,2.48,55.0,29.0
25.5,48.979,0.73055,0.236,AS,96.0,0.5390625,0.71875,1123.0,2.48,55.0,29.0
26.0,57.257,0.82245,0.238,AS,96.0,0.5575,0.7433333333333333,1171.0,2.48,55.0,29.0
26.5,55.16554838709677,0.8105806451612902,0.2366209677419355,AS,100.0,0.559375,0.7458333333333333,1221.0,2.48,55.0,29.0
27.0,53.18208064516129,0.7130927419354839,0.2498266129032258,AS,104.0,0.56125,0.7483333333333333,1271.0,2.48,55.0,29.0
27.5,57.69600000000001,0.8531299999999999,0.24375,AS,108.0,0.5453125000000001,0.7270833333333333,1326.0,2.48,55.0,29.0
28.0,60.573,0.95929,0.24775,AS,112.0,0.529375,0.7058333333333333,1381.0,2.48,55.0,29.0
28.5,55.949,0.85615,0.24075,AS,112.0,0.52875,0.7050000000000001,1438.0,2.48,55.0,29.0
29.0,53.50923595505619,0.7514517977528089,0.2517837078651685,AS,112.0,0.528125,0.7041666666666667,1495.0,2.48,55.0,29.0
29.5,52.01260674157304,0.6441203370786517,0.2674438202247191,AS,,,,,,,
30.0,50.51597752808989,0.5367888764044945,0.2831039325842696,AS,,,,,,,
30.5,58.076,0.67614,0.2905,AS,,,,,,,
31.0,54.941,0.62943,0.2835,AS,,,,,,,
31.5,50.055,0.7388600000000001,0.1585,AS,,,,,,,
32.0,53.43467857142855,0.5796842857142859,0.02755357142857345,AS,,,,,,,
32.5,64.76899999999999,0.9417,0.299,AS,,,,,,,
33.0,64.66500000000002,0.7073799999999997,0.3199545454545455,AS,,,,,,,
33.5,71.47800000000001,0.73814,0.33825,AS,,,,,,,
34.0,85.223,1.45297,0.33825,AS,,,,,,,
34.5,77.42611538461539,1.067368461538461,0.3447548076923077,AS,,,,,,,
35.0,44.56,1.06194,0.353625,AS,,,,,,,
35.5,78.30644444444441,0.9080733333333336,0.3553333333333334,AS,,,,,,,
36.0,70.44366666666663,0.9565900000000003,0.3638750000000001,AS,,,,,,,
36.5,90.772,1.33795,0.369,AS,,,,,,,
37.0,73.546,1.47658,0.369,AS,,,,,,,
37.5,78.89200000000001,1.510772692307692,0.3755048076923077,AS,,,,,,,
38.0,88.84100000000001,1.56756,0.384375,AS,,,,,,,
38.5,76.958,1.10127,0.384375,AS,,,,,,,
39.0,66.37755555555553,1.196478888888891,0.3912083333333334,AS,,,,,,,
39.5,74.35300000000001,1.67886,0.39975,AS,,,,,,,
40.0,71.835,1.10783,0.39975,AS,,,,,,,
0.5,1.1469,0.0084,0.0287,CN,,,,,2.48,50.0,30.0
1.0,2.6928,0.0293,0.0348,CN,,,,,2.48,50.0,30.0
1.5,11.1547,0.097,0.0328,CN,,,,,2.48,50.0,30.0
2.0,7.2866,0.0693,0.0448,CN,,,,,2.48,50.0,30.0
2.5,12.2173,0.0988,0.0462,CN,,,,,2.48,50.0,30.0
3.0,21.41111290322581,0.1943935483870968,0.04413387096774193,CN,20.0,0.123125,0.1641666666666667,8.0,2.48,50.0,30.0
3.5,28.5701,0.2366,0.04225,CN,24.0,0.1209375,0.16125,19.5,2.48,50.0,30.0
4.0,24.1492,0.2159,0.04565,CN,28.0,0.11875,0.1583333333333333,31.0,2.48,50.0,30.0
4.5,28.4275,0.2467,0.04605,CN,38.0,0.12125,0.1616666666666667,53.0,2.48,50.0,30.0
5.0,32.4282,0.2583,0.05415,CN,48.0,0.12375,0.165,75.0,2.48,50.0,30.0
5.5,25.8729,0.2231,0.05624999999999999,CN,40.0,0.15875,0.2116666666666667,93.0,2.48,50.0,30.0
6.0,26.13442222222222,0.2217444444444444,0.06544444444444444,CN,32.0,0.19375,0.2583333333333334,111.0,2.48,50.0,30.0
6.5,29.7964,0.2465,0.0796,CN,54.0,0.1896875,0.2529166666666667,138.5,2.48,50.0,30.0
7.0,38.4928,0.353,0.0769,CN,76.0,0.185625,0.2475,166.0,2.48,50.0,30.0
7.5,46.9378,0.485,0.0832,CN,72.0,0.2140625,0.2854166666666667,200.5,2.48,50.0,30.0
8.0,48.5957,0.3341,0.0822,CN,68.0,0.2425,0.3233333333333333,235.0,2.48,50.0,30.0
8.5,36.4002,0.34,0.0827,CN,70.0,0.271875,0.3625,271.0,2.48,50.0,30.0
9.0,41.89778793103449,0.3638637931034483,0.09246853448275862,CN,72.0,0.30125,0.4016666666666667,307.0,2.48,50.0,30.0
9.5,41.65041724137931,0.3067517241379311,0.09271637931034482,CN,76.0,0.3146875,0.4195833333333334,344.0,2.48,50.0,30.0
10.0,37.4008,0.3242,0.09757500000000001,CN,80.0,0.328125,0.4375,381.0,2.48,50.0,30.0
10.5,30.8889,0.276,0.099875,CN,74.0,0.3415625,0.4554166666666666,417.0,2.48,50.0,30.0
11.0,23.7527,0.2263,0.111275,CN,68.0,0.355,0.4733333333333333,453.0,2.48,50.0,30.0
11.5,21.8397,0.1942,0.112075,CN,66.0,0.3559375,0.4745833333333332,488.0,2.48,50.0,30.0
12.0,23.7433,0.2849,0.112475,CN,64.0,0.356875,0.4758333333333333,523.0,2.48,50.0,30.0
12.5,27.71761960784314,0.2237156862745098,0.127325,CN,66.0,0.345,0.46,555.0,2.48,50.0,30.0
13.0,23.69266862745098,0.1892549019607843,0.12795,CN,68.0,0.333125,0.4441666666666667,587.0,2.48,50.0,30.0
13.5,22.3495,0.1826,0.12695,CN,68.0,0.3653125,0.4870833333333334,620.5,2.48,50.0,30.0
14.0,23.4801,0.1774,0.10145,CN,68.0,0.3975,0.53,654.0,2.48,50.0,30.0
14.5,26.0853,0.2127,0.13145,CN,74.0,0.3953125,0.5270833333333333,692.5,2.48,50.0,30.0
15.0,24.5359,0.2136,0.14455,CN,80.0,0.393125,0.5241666666666667,731.0,2.48,50.0,30.0
15.5,23.5921,0.2155,0.14665,CN,84.0,0.388125,0.5175000000000001,772.5,2.48,50.0,30.0
16.0,28.09282399999999,0.20672,0.134576,CN,88.0,0.383125,0.5108333333333334,814.0,2.48,50.0,30.0
16.5,52.9641,0.2303,0.1419,CN,88.0,0.383125,0.5108333333333334,859.0,2.48,50.0,30.0
17.0,37.0717,0.1444,0.02430000000000002,CN,88.0,0.383125,0.5108333333333334,904.0,2.48,50.0,30.0
17.5,49.5348,0.2989,0.103,CN,84.0,0.388125,0.5175000000000001,946.0,2.48,50.0,30.0
18.0,38.3005,0.3222,0.124,CN,80.0,0.393125,0.5241666666666667,988.0,2.48,50.0,30.0
18.5,30.0989,0.3203,0.1581,CN,78.0,0.4146875,0.5529166666666667,1026.5,2.48,50.0,30.0
19.0,26.920792,0.30206,0.176288,CN,76.0,0.43625,0.5816666666666667,1065.0,2.48,50.0,30.0
19.5,29.280492,0.33806,0.1904213333333333,CN,76.0,0.445,0.5933333333333333,1103.0,2.48,50.0,30.0
20.0,31.640192,0.37406,0.2045546666666667,CN,76.0,0.45375,0.605,1141.0,2.48,50.0,30.0
20.5,38.9342,0.4912,0.2012,CN,82.0,0.44875,0.5983333333333334,1179.5,2.48,50.0,30.0
21.0,47.1347,0.6842,0.2254,CN,88.0,0.44375,0.5916666666666667,1218.0,2.48,50.0,30.0
21.5,19.9219,0.4158,0.1928,CN,82.0,0.4675,0.6233333333333333,1256.5,2.48,50.0,30.0
22.0,27.4215,0.3218,-0.2058,CN,76.0,0.49125,0.655,1295.0,2.48,50.0,30.0
22.5,29.2313,0.3589,-0.1741,CN,78.0,0.4878125,0.6504166666666666,1333.0,2.48,50.0,30.0
23.0,34.26214,0.3915440000000001,0.04175399999999985,CN,80.0,0.484375,0.6458333333333334,1371.0,2.48,50.0,30.0
23.5,30.793,0.3524,0.23945,CN,78.0,0.4878125,0.6504166666666666,1408.5,2.48,50.0,30.0
24.0,29.8404,0.3425,0.24035,CN,76.0,0.49125,0.655,1446.0,2.48,50.0,30.0
24.5,29.4563,0.339,0.24475,CN,76.0,0.4915625,0.6554166666666668,1484.5,2.48,50.0,30.0
25.0,29.0605,0.3444,0.25435,CN,76.0,0.491875,0.6558333333333334,1523.0,2.48,50.0,30.0
25.5,4.8274,0.1867,0.26925,CN,88.0,0.49125,0.655,1569.0,2.48,50.0,30.0
26.0,11.99205806451613,0.3286290322580645,0.1731677419354838,CN,100.0,0.490625,0.6541666666666667,1615.0,2.48,50.0,30.0
26.5,33.0873,0.3489,-0.03109999999999996,CN,92.0,0.4821875,0.6429166666666667,1657.0,2.48,50.0,30.0
27.0,55.38922857142867,1.033885714285715,0.2229404761904764,CN,84.0,0.47375,0.6316666666666667,1699.0,2.48,50.0,30.0
27.5,46.3044,0.6364,0.281875,CN,84.0,0.4875,0.65,1740.5,2.48,50.0,30.0
28.0,39.5554,0.7718,0.287,CN,84.0,0.50125,0.6683333333333333,1782.0,2.48,50.0,30.0
28.5,79.98900000000005,1.135728571428572,0.292125,CN,84.0,0.538125,0.7175,1822.5,2.48,50.0,30.0
29.0,68.7844,0.9044,0.29725,CN,84.0,0.575,0.7666666666666667,1863.0,2.48,50.0,30.0
29.5,59.1494,0.7255,0.302375,CN,,,,,2.48,50.0,30.0
30.0,86.63645675675676,0.9992054054054054,0.3075000000000001,CN,,,,,2.48,50.0,30.0
30.5,82.40757162162163,0.9310972972972973,0.312625,CN,,,,,,,
31.0,78.17868648648648,0.8629891891891892,0.31775,CN,,,,,,,
31.5,80.6166,0.7897,0.322875,CN,,,,,,,
32.0,58.8566,0.6668,0.328,CN,,,,,,,
32.5,42.27099999999978,0.781633333333333,0.333125,CN,,,,,,,
33.0,58.6004,0.7532,0.33825,CN,,,,,,,
33.5,46.6135,0.4774,0.343375,CN,,,,,,,
34.0,50.70107599999997,1.11696,0.3485,CN,,,,,,,
34.5,69.0658,0.7591,0.353625,CN,,,,,,,
35.0,63.8671,0.8024,0.35875,CN,,,,,,,
35.5,75.67703333333333,0.9091666666666667,0.363875,CN,,,,,,,
36.0,69.5332,0.864,0.369,CN,,,,,,,
36.5,72.0089,0.9071,0.374125,CN,,,,,,,
37.0,69.08978,0.938276,0.37925,CN,,,,,,,
37.5,71.1161,0.9415,0.384375,CN,,,,,,,
38.0,79.1201,1.2144,0.3895,CN,,,,,,,
38.5,68.30073333333337,1.045766666666668,0.394625,CN,,,,,,,
39.0,63.0309,0.8467,0.39975,CN,,,,,,,
0.5,0.8381,0.0069,0.0073,CZ,,,,,2.48,70.0,25.0
1.0,2.3444,0.0323,0.0158,CZ,,,,,2.48,70.0,25.0
1.5,10.9723,0.0858,0.0146,CZ,,,,,2.48,70.0,25.0
2.0,14.5712,0.0911,0.0153,CZ,,,,,2.48,70.0,25.0
2.5,14.10406744186046,0.1197813953488372,0.01763953488372093,CZ,,,,,2.48,70.0,25.0
3.0,14.67616046511628,0.1220488372093023,0.02563372093023256,CZ,,,,,2.48,70.0,25.0
3.5,16.6255,0.138,0.03375,CZ,,,,,2.48,70.0,25.0
4.0,21.7982,0.1657,0.03685,CZ,12.0,0.10875,0.145,11.0,2.48,70.0,25.0
4.5,23.075,0.2094,0.03195,CZ,12.0,0.10875,0.145,15.5,2.48,70.0,25.0
5.0,20.2819,0.1762,0.02835,CZ,12.0,0.10875,0.145,20.0,2.48,70.0,25.0
5.5,12.5321,0.1569,0.02685,CZ,10.0,0.11625,0.155,25.5,2.48,70.0,25.0
6.0,16.36440869565218,0.139,0.04289999999999997,CZ,8.0,0.12375,0.165,31.0,2.48,70.0,25.0
6.5,10.0622,0.1154,0.0822,CZ,12.0,0.1415625,0.18875,40.5,2.48,70.0,25.0
7.0,23.4207,0.1909,0.0861,CZ,16.0,0.159375,0.2125,50.0,2.48,70.0,25.0
7.5,28.0855,0.2554,0.0858,CZ,18.0,0.1721875,0.2295833333333334,59.5,2.48,70.0,25.0
8.0,36.9084,0.2674,0.0701,CZ,20.0,0.185,0.2466666666666667,69.0,2.48,70.0,25.0
8.5,36.6713,0.298,0.0579,CZ,22.0,0.1846875,0.24625,81.5,2.48,70.0,25.0
9.0,37.14561666666667,0.306,0.05087499999999998,CZ,24.0,0.184375,0.2458333333333333,94.0,2.48,70.0,25.0
9.5,36.41526944444445,0.2993333333333333,0.06618749999999998,CZ,22.0,0.1821875,0.2429166666666666,106.5,2.48,70.0,25.0
10.0,35.68492222222223,0.2926666666666667,0.08149999999999999,CZ,20.0,0.18,0.24,119.0,2.48,70.0,25.0
10.5,40.3754,0.3046,0.1171,CZ,22.0,0.17875,0.2383333333333333,130.5,2.48,70.0,25.0
11.0,32.7369,0.2593,0.1013,CZ,24.0,0.1775,0.2366666666666667,142.0,2.48,70.0,25.0
11.5,8.4091,0.1289,-0.03609999999999999,CZ,22.0,0.179375,0.2391666666666667,151.5,2.48,70.0,25.0
12.0,6.1284,0.1017,-0.2294,CZ,20.0,0.18125,0.2416666666666667,161.0,2.48,70.0,25.0
12.5,2.7055,0.1154,-0.0819,CZ,38.0,0.18125,0.2416666666666667,175.5,2.48,70.0,25.0
13.0,6.102527272727258,0.0963181818181818,-0.03525000000000008,CZ,56.0,0.18125,0.2416666666666667,190.0,2.48,70.0,25.0
13.5,27.5315,0.1646,-0.03064999999999998,CZ,46.0,0.23,0.3066666666666666,210.5,2.48,70.0,25.0
14.0,28.1287,0.2056,0.09685,CZ,36.0,0.27875,0.3716666666666666,231.0,2.48,70.0,25.0
14.5,27.9156,0.2123,0.06815,CZ,28.0,0.2759375,0.3679166666666667,243.0,2.48,70.0,25.0
15.0,6.5016,0.1697,-0.0003499999999999892,CZ,20.0,0.273125,0.3641666666666667,255.0,2.48,70.0,25.0
15.5,5.2043,0.1786,0.08465,CZ,20.0,0.273125,0.3641666666666667,266.0,2.48,70.0,25.0
16.0,8.628333333333332,0.1675666666666667,-0.1734333333333333,CZ,20.0,0.273125,0.3641666666666667,277.0,2.48,70.0,25.0
16.5,6.8687,0.1342,-0.2202,CZ,44.0,0.264375,0.3525,298.5,2.48,70.0,25.0
17.0,41.7136,0.2541,-0.2135,CZ,68.0,0.255625,0.3408333333333333,320.0,2.48,70.0,25.0
17.5,46.32217352941176,0.3263323529411761,-0.196791029411765,CZ,76.0,0.2778125,0.3704166666666667,361.0,2.48,70.0,25.0
18.0,52.50059264705882,0.557986764705882,-0.04917889705882372,CZ,84.0,0.3,0.4,402.0,2.48,70.0,25.0
18.5,58.67901176470588,0.789641176470588,0.09843323529411752,CZ,86.0,0.34875,0.465,442.0,2.48,70.0,25.0
19.0,65.6374,1.0587,0.19475,CZ,88.0,0.3975,0.53,482.0,2.48,70.0,25.0
19.5,78.53908070175439,1.345270175438597,0.199875,CZ,86.0,0.4384375,0.5845833333333333,524.5,2.48,70.0,25.0
20.0,82.89451929824561,1.436629824561404,0.205,CZ,84.0,0.479375,0.6391666666666667,567.0,2.48,70.0,25.0
20.5,80.1608,1.516,0.210125,CZ,86.0,0.490625,0.6541666666666667,611.0,2.48,70.0,25.0
21.0,91.577,1.711,0.21525,CZ,88.0,0.501875,0.6691666666666667,655.0,2.48,70.0,25.0
21.5,95.13033265306123,1.720961224489796,0.220375,CZ,88.0,0.5465625000000001,0.72875,697.5,2.48,70.0,25.0
22.0,86.91793469387756,1.679277551020408,0.2255,CZ,88.0,0.59125,0.7883333333333333,740.0,2.48,70.0,25.0
22.5,89.9024,1.7231,0.230625,CZ,96.0,0.5815625,0.7754166666666666,790.0,2.48,70.0,25.0
23.0,93.104,1.8039,0.23575,CZ,104.0,0.571875,0.7625,840.0,2.48,70.0,25.0
23.5,95.16754444444445,1.909125925925926,0.240875,CZ,106.0,0.5628124999999999,0.7504166666666666,893.0,2.48,70.0,25.0
24.0,91.4101,1.7141,0.246,CZ,108.0,0.55375,0.7383333333333333,946.0,2.48,70.0,25.0
24.5,81.3104,1.6181,0.251125,CZ,112.0,0.5659375,0.7545833333333334,1001.0,2.48,70.0,25.0
25.0,90.061916,1.654856,0.25625,CZ,116.0,0.578125,0.7708333333333334,1056.0,2.48,70.0,25.0
25.5,97.1605,1.8196,0.261375,CZ,,,,,,,
26.0,99.8714,1.7095,0.2665,CZ,,,,,,,
26.5,92.51917692307693,1.655961538461538,0.271625,CZ,,,,,,,
27.0,104.708,1.8824,0.27675,CZ,,,,,,,
27.5,82.1888536585366,1.394168292682927,0.281875,CZ,,,,,,,
28.0,70.3912,1.1842,0.287,CZ,,,,,,,
28.5,81.5791,1.4796,0.292125,CZ,,,,,,,
29.0,79.0462904109589,1.421667123287671,0.29725,CZ,,,,,,,
29.5,77.33125616438356,1.394406849315069,0.302375,CZ,,,,,,,
30.0,75.61622191780822,1.367146575342466,0.3075,CZ,,,,,,,
30.5,78.7004,1.2959,0.312625,CZ,,,,,,,
31.0,71.166,1.2646,0.31775,CZ,,,,,,,
31.5,83.05659629629633,1.550548148148149,0.322875,CZ,,,,,,,
32.0,82.3085,1.4,0.328,CZ,,,,,,,
32.5,79.1162,1.6282,0.333125,CZ,,,,,,,
33.0,79.96881200000001,1.51504,0.33825,CZ,,,,,,,
33.5,84.2066,1.6459,0.343375,CZ,,,,,,,
34.0,83.3264,1.6561,0.3485,CZ,,,,,,,
34.5,75.44173333333342,1.435000000000002,0.353625,CZ,,,,,,,
35.0,84.7243,1.511,0.35875,CZ,,,,,,,
35.5,93.54640666666666,1.80844,0.363875,CZ,,,,,,,
36.0,92.2633,1.8521,0.369,CZ,,,,,,,
36.5,82.8637,1.5698,0.374125,CZ,,,,,,,
0.5,4.7984,0.0325,0.0052,EF,,,,,2.48,50.0,30.0
1.0,2.9365,0.0278,0.0104,EF,,,,,2.48,50.0,30.0
1.5,3.5767,0.0386,0.0149,EF,,,,,2.48,50.0,30.0
2.0,3.370129787234042,0.02667234042553191,0.02003617021276596,EF,,,,,2.48,50.0,30.0
2.5,3.53975,0.0356,0.0193875,EF,,,,,2.48,50.0,30.0
3.0,2.54,0.0249,0.0239375,EF,,,,,2.48,50.0,30.0
3.5,4.177350000000001,0.0348,0.0311375,EF,,,,,2.48,50.0,30.0
4.0,3.53325,0.0336,0.04108750000000001,EF,,,,,2.48,50.0,30.0
4.5,3.859055319148936,0.0350127659574468,0.04187393617021277,EF,,,,,2.48,50.0,30.0
5.0,5.6255,0.0353,0.053025,EF,12.0,0.090625,0.1208333333333333,9.0,2.48,50.0,30.0
5.5,12.4679,0.0907,0.054925,EF,32.0,0.09165416666666666,0.1222083333333333,23.0,2.48,50.0,30.0
6.0,16.2301,0.1419,0.065925,EF,52.0,0.09268333333333333,0.1235833333333333,37.0,2.48,50.0,30.0
6.5,21.1107,0.1658,0.071625,EF,52.0,0.1106541666666667,0.1475416666666667,72.5,2.48,50.0,30.0
7.0,40.5909,0.3217,0.071425,EF,52.0,0.128625,0.1715,108.0,2.48,50.0,30.0
7.5,38.79137692307692,0.3192692307692307,0.07254423076923076,EF,56.0,0.1431583333333333,0.190875,135.0,2.48,50.0,30.0
8.0,41.9048,0.322,0.068675,EF,60.0,0.1576916666666666,0.21025,162.0,2.48,50.0,30.0
8.5,34.6866,0.3008,0.071075,EF,82.0,0.1507833333333333,0.2010416666666666,201.0,2.48,50.0,30.0
9.0,30.6789,0.2542,0.078675,EF,104.0,0.143875,0.1918333333333333,240.0,2.48,50.0,30.0
9.5,45.5025,0.368,0.080375,EF,108.0,0.1726875,0.23025,297.0,2.48,50.0,30.0
10.0,40.78007857142858,0.2945857142857144,0.0595196428571429,EF,112.0,0.2015,0.2686666666666667,354.0,2.48,50.0,30.0
10.5,26.71129880952382,0.2201214285714287,0.02513720238095242,EF,102.0,0.2179708333333333,0.290625,406.5,2.48,50.0,30.0
11.0,12.64251904761906,0.1456571428571429,-0.009245238095238056,EF,92.0,0.2344416666666667,0.3125833333333334,459.0,2.48,50.0,30.0
11.5,3.2275,0.098,0.12605,EF,82.0,0.2538458333333333,0.3384583333333333,498.0,2.48,50.0,30.0
12.0,46.0257,0.2787,0.12945,EF,72.0,0.27325,0.3643333333333333,537.0,2.48,50.0,30.0
12.5,42.8254,0.2741,0.15895,EF,82.0,0.281,0.3746666666666666,584.5,2.48,50.0,30.0
13.0,40.3549,0.2935,0.15945,EF,92.0,0.28875,0.385,632.0,2.48,50.0,30.0
13.5,33.3512,0.2735,0.15095,EF,90.0,0.3007833333333333,0.4010416666666666,677.5,2.48,50.0,30.0
14.0,28.79740689655172,0.202896551724138,0.1279379310344828,EF,88.0,0.3128166666666667,0.4170833333333333,723.0,2.48,50.0,30.0
14.5,28.1605,0.1907,0.127,EF,96.0,0.3283791666666667,0.4378333333333333,771.5,2.48,50.0,30.0
15.0,29.6159,0.2577,0.1216,EF,104.0,0.3439416666666667,0.4585833333333333,820.0,2.48,50.0,30.0
15.5,25.7332,0.2467,0.1279,EF,98.0,0.3612208333333333,0.481625,864.0,2.48,50.0,30.0
16.0,30.1597,0.3181,0.1269,EF,92.0,0.3785,0.5046666666666667,908.0,2.48,50.0,30.0
16.5,21.8364,0.2544,0.1263,EF,86.0,0.3954666666666667,0.5272916666666667,951.0,2.48,50.0,30.0
17.0,21.24283333333333,0.2275,0.1371166666666667,EF,80.0,0.4124333333333334,0.5499166666666666,994.0,2.48,50.0,30.0
17.5,24.7844,0.2444,0.11905,EF,74.0,0.4203125,0.5604166666666667,1032.5,2.48,50.0,30.0
18.0,29.1707,0.3015,0.06875000000000002,EF,68.0,0.4281916666666667,0.5709166666666667,1071.0,2.48,50.0,30.0
18.5,32.7389,0.3998,0.17995,EF,80.0,0.419625,0.5595000000000001,1114.5,2.48,50.0,30.0
19.0,42.3508,0.4805,0.18395,EF,92.0,0.4110583333333333,0.5480833333333334,1158.0,2.48,50.0,30.0
19.5,33.9834,0.3896,0.16335,EF,88.0,0.4296541666666667,0.572875,1202.0,2.48,50.0,30.0
20.0,24.33142105263158,0.2605263157894737,0.06002105263157889,EF,84.0,0.44825,0.5976666666666667,1246.0,2.48,50.0,30.0
20.5,24.49247368421053,0.2680921052631579,0.1191986842105263,EF,84.0,0.4546875,0.60625,1288.5,2.48,50.0,30.0
21.0,24.65352631578947,0.2756578947368421,0.1783763157894736,EF,84.0,0.461125,0.6148333333333333,1331.0,2.48,50.0,30.0
21.5,16.0318,0.3224,0.22045,EF,80.0,0.4589666666666666,0.6119583333333334,1371.0,2.48,50.0,30.0
22.0,7.29,0.1908,-0.11815,EF,76.0,0.4568083333333333,0.6090833333333333,1411.0,2.48,50.0,30.0
22.5,11.1644,0.1809,-0.16135,EF,76.0,0.4608125,0.6144166666666666,1445.5,2.48,50.0,30.0
23.0,20.3453,0.2196,-0.14555,EF,76.0,0.4648166666666667,0.61975,1480.0,2.48,50.0,30.0
