ID location 1,ID location 2,Interdistance class
DU,DN,1500m - 3000m
DU,AI,>4500m
DU,AL,>4500m
DU,BL,1500m - 3000m
DU,EH,500m - 1500m
DU,BA,>4500m
DU,DB,>4500m
DU,BK,1500m - 3000m
DU,EL,500m - 1500m
DU,DF,>4500m
DU,CT,>4500m
DU,CW,>4500m
DU,DI,3000m - 4500m
DU,BH,>4500m
DU,AB,>4500m
DU,CE,3000m - 4500m
DU,CB,>4500m
DU,DX,3000m - 4500m
DU,BY,>4500m
DU,CH,1500m - 3000m
DU,CK,1500m - 3000m
DU,AV,>4500m
DU,AG,>4500m
DU,DR,500m - 1500m
DU,AY,>4500m
DU,EA,3000m - 4500m
DU,BV,>4500m
DU,BS,>4500m
DU,DU,<500m
DU,AS,>4500m
DU,CN,500m - 1500m
DU,CZ,>4500m
DU,BE,>4500m
DU,EF,1500m - 3000m
DU,BP,1500m - 3000m
DU,CQ,500m - 1500m
DU,AP,>4500m
DU,DL,3000m - 4500m
DU,DO,1500m - 3000m
DU,AJ,>4500m
DU,AM,>4500m
DU,BM,1500m - 3000m
DU,EI,500m - 1500m
DU,BB,>4500m
DU,DC,>4500m
DU,EM,500m - 1500m
DU,DG,>4500m
DU,CU,>4500m
DU,CX,>4500m
DU,DJ,3000m - 4500m
DU,BI,>4500m
DU,AC,>4500m
DU,CF,3000m - 4500m
DU,CC,>4500m
DU,DY,3000m - 4500m
DU,BZ,>4500m
DU,CI,1500m - 3000m
DU,CL,1500m - 3000m
DU,AW,>4500m
DU,AH,>4500m
DU,DS,500m - 1500m
DU,AZ,>4500m
DU,EB,3000m - 4500m
DU,BW,>4500m
DU,BT,>4500m
DU,ED,1500m - 3000m
DU,DV,<500m
DU,AE,>4500m
DU,AT,>4500m
DU,CO,500m - 1500m
DU,DA,>4500m
DU,BF,>4500m
DU,EG,1500m - 3000m
DU,BQ,1500m - 3000m
DU,CR,500m - 1500m
DU,AQ,>4500m
DU,DM,3000m - 4500m
DU,DP,1500m - 3000m
DU,AK,>4500m
DU,AN,>4500m
DU,BN,1500m - 3000m
DU,EJ,500m - 1500m
DU,BC,>4500m
DU,DD,>4500m
AS,BJ,>4500m
AS,EK,>4500m
AS,DE,3000m - 4500m
AS,CS,1500m - 3000m
AS,CV,1500m - 3000m
AS,DH,>4500m
AS,BG,500m - 1500m
AS,AA,1500m - 3000m
AS,CD,>4500m
AS,CA,1500m - 3000m
AS,DW,>4500m
AS,BX,1500m - 3000m
AS,CG,>4500m
AS,CJ,>4500m
AS,AU,500m - 1500m
AS,AF,500m - 1500m
AS,DQ,>4500m
AS,AX,1500m - 3000m
AS,DZ,>4500m
AS,BU,1500m - 3000m
AS,BR,1500m - 3000m
AS,EC,>4500m
AS,DT,>4500m
AS,AD,500m - 1500m
AS,AR,<500m
AS,CM,>4500m
AS,CY,1500m - 3000m
AS,BD,500m - 1500m
AS,EE,>4500m
AS,BO,>4500m
AS,CP,>4500m
AS,AO,500m - 1500m
AS,DK,>4500m
AS,DN,>4500m
AS,AI,500m - 1500m
AS,AL,1500m - 3000m
AS,BL,>4500m
AS,EH,>4500m
AS,BA,500m - 1500m
AS,DB,3000m - 4500m
AS,BK,>4500m
AS,EL,>4500m
AS,DF,3000m - 4500m
AS,CT,1500m - 3000m
AS,CW,1500m - 3000m
AS,DI,>4500m
AS,BH,500m - 1500m
AS,AB,1500m - 3000m
AS,CE,>4500m
AS,CB,1500m - 3000m
AS,DX,>4500m
AS,BY,1500m - 3000m
AS,CH,>4500m
AS,CK,>4500m
AS,AV,500m - 1500m
AS,AG,500m - 1500m
AS,DR,>4500m
AS,AY,1500m - 3000m
AS,EA,>4500m
AS,BV,1500m - 3000m
AS,BS,1500m - 3000m
AS,DU,>4500m
AS,AS,<500m
AS,CN,>4500m
AS,CZ,1500m - 3000m
AS,BE,500m - 1500m
AS,EF,>4500m
AS,BP,>4500m
AS,CQ,>4500m
AS,AP,500m - 1500m
AS,DL,>4500m
AS,DO,>4500m
AS,AJ,500m - 1500m
AS,AM,1500m - 3000m
AS,BM,>4500m
AS,EI,>4500m
AS,BB,500m - 1500m
AS,DC,3000m - 4500m
AS,EM,>4500m
AS,DG,3000m - 4500m
AS,CU,1500m - 3000m
AS,CX,1500m - 3000m
AS,DJ,>4500m
AS,BI,500m - 1500m
AS,AC,1500m - 3000m
AS,CF,>4500m
AS,CC,1500m - 3000m
AS,DY,>4500m
AS,BZ,1500m - 3000m
AS,CI,>4500m
AS,CL,>4500m
AS,AW,500m - 1500m
AS,AH,500m - 1500m
AS,DS,>4500m
AS,AZ,1500m - 3000m
AS,EB,>4500m
AS,BW,1500m - 3000m
AS,BT,1500m - 3000m
AS,ED,>4500m
AS,DV,>4500m
AS,AE,500m - 1500m
AS,AT,<500m
AS,CO,>4500m
AS,DA,1500m - 3000m
AS,BF,500m - 1500m
AS,EG,>4500m
AS,BQ,>4500m
AS,CR,>4500m
AS,AQ,500m - 1500m
AS,DM,>4500m
AS,DP,>4500m
AS,AK,500m - 1500m
AS,AN,1500m - 3000m
AS,BN,>4500m
AS,EJ,>4500m
AS,BC,500m - 1500m
AS,DD,3000m - 4500m
CN,BJ,500m - 1500m
CN,EK,1500m - 3000m
CN,DE,3000m - 4500m
CN,CS,>4500m
CN,CV,>4500m
CN,DH,3000m - 4500m
CN,BG,>4500m
CN,AA,>4500m
CN,CD,1500m - 3000m
CN,CA,>4500m
CN,DW,3000m - 4500m
CN,BX,>4500m
CN,CG,1500m - 3000m
CN,CJ,500m - 1500m
CN,AU,>4500m
CN,AF,>4500m
CN,DQ,500m - 1500m
CN,AX,>4500m
CN,DZ,3000m - 4500m
CN,BU,>4500m
CN,BR,>4500m
CN,EC,1500m - 3000m
CN,DT,500m - 1500m
CN,AD,>4500m
CN,AR,>4500m
CN,CM,<500m
CN,CY,>4500m
CN,BD,>4500m
CN,EE,1500m - 3000m
CN,BO,500m - 1500m
CN,CP,500m - 1500m
CN,AO,>4500m
CN,DK,1500m - 3000m
CN,DN,500m - 1500m
CN,AI,>4500m
CN,AL,>4500m
CN,BL,500m - 1500m
CN,EH,1500m - 3000m
CN,BA,>4500m
CN,DB,>4500m
CN,BK,500m - 1500m
CN,EL,1500m - 3000m
CN,DF,3000m - 4500m
CN,CT,>4500m
CN,CW,>4500m
CN,DI,3000m - 4500m
CN,BH,>4500m
CN,AB,>4500m
CN,CE,1500m - 3000m
CN,CB,>4500m
CN,DX,3000m - 4500m
CN,BY,>4500m
CN,CH,1500m - 3000m
CN,CK,500m - 1500m
CN,AV,>4500m
CN,AG,>4500m
CN,DR,500m - 1500m
CN,AY,>4500m
CN,EA,3000m - 4500m
CN,BV,>4500m
CN,BS,>4500m
CN,DU,500m - 1500m
CN,AS,>4500m
CN,CN,<500m
CN,CZ,>4500m
CN,BE,>4500m
CN,EF,1500m - 3000m
CN,BP,500m - 1500m
CN,CQ,500m - 1500m
CN,AP,>4500m
CN,DL,1500m - 3000m
CN,DO,500m - 1500m
CN,AJ,>4500m
CN,AM,>4500m
CN,BM,500m - 1500m
CN,EI,1500m - 3000m
CN,BB,>4500m
CN,DC,>4500m
CN,EM,1500m - 3000m
CN,DG,3000m - 4500m
CN,CU,>4500m
CN,CX,>4500m
CN,DJ,3000m - 4500m
CN,BI,>4500m
CN,AC,>4500m
CN,CF,1500m - 3000m
CN,CC,>4500m
CN,DY,3000m - 4500m
CN,BZ,>4500m
CN,CI,1500m - 3000m
CN,CL,500m - 1500m
CN,AW,>4500m
CN,AH,>4500m
CN,DS,500m - 1500m
CN,AZ,>4500m
CN,EB,3000m - 4500m
CN,BW,>4500m
CN,BT,>4500m
CN,ED,1500m - 3000m
CN,DV,500m - 1500m
CN,AE,>4500m
CN,AT,>4500m
CN,CO,<500m
CN,DA,>4500m
CN,BF,>4500m
CN,EG,1500m - 3000m
CN,BQ,500m - 1500m
CN,CR,500m - 1500m
CN,AQ,>4500m
CN,DM,1500m - 3000m
CN,DP,500m - 1500m
CN,AK,>4500m
CN,AN,>4500m
CN,BN,500m - 1500m
CN,EJ,1500m - 3000m
CN,BC,>4500m
CN,DD,>4500m
CZ,BJ,>4500m
CZ,EK,>4500m
CZ,DE,1500m - 3000m
CZ,CS,1500m - 3000m
CZ,CV,500m - 1500m
CZ,DH,3000m - 4500m
CZ,BG,1500m - 3000m
CZ,AA,>4500m
CZ,CD,3000m - 4500m
CZ,CA,500m - 1500m
CZ,DW,1500m - 3000m
CZ,BX,500m - 1500m
CZ,CG,3000m - 4500m
CZ,CJ,>4500m
CZ,AU,1500m - 3000m
CZ,AF,3000m - 4500m
CZ,DQ,>4500m
CZ,AX,3000m - 4500m
CZ,DZ,3000m - 4500m
CZ,BU,1500m - 3000m
CZ,BR,1500m - 3000m
CZ,EC,>4500m
CZ,DT,>4500m
CZ,AD,3000m - 4500m
CZ,AR,1500m - 3000m
CZ,CM,>4500m
CZ,CY,<500m
CZ,BD,1500m - 3000m
CZ,EE,>4500m
CZ,BO,>4500m
CZ,CP,>4500m
CZ,AO,3000m - 4500m
CZ,DK,3000m - 4500m
CZ,DN,>4500m
CZ,AI,3000m - 4500m
CZ,AL,3000m - 4500m
CZ,BL,>4500m
CZ,EH,>4500m
CZ,BA,1500m - 3000m
CZ,DB,500m - 1500m
CZ,BK,>4500m
CZ,EL,>4500m
CZ,DF,1500m - 3000m
CZ,CT,1500m - 3000m
CZ,CW,500m - 1500m
CZ,DI,3000m - 4500m
CZ,BH,1500m - 3000m
CZ,AB,>4500m
CZ,CE,3000m - 4500m
CZ,CB,500m - 1500m
CZ,DX,1500m - 3000m
CZ,BY,500m - 1500m
CZ,CH,3000m - 4500m
CZ,CK,>4500m
CZ,AV,1500m - 3000m
CZ,AG,3000m - 4500m
CZ,DR,>4500m
CZ,AY,3000m - 4500m
CZ,EA,3000m - 4500m
CZ,BV,1500m - 3000m
CZ,BS,1500m - 3000m
CZ,DU,>4500m
CZ,AS,1500m - 3000m
CZ,CN,>4500m
CZ,CZ,<500m
CZ,BE,1500m - 3000m
CZ,EF,>4500m
CZ,BP,>4500m
CZ,CQ,>4500m
CZ,AP,3000m - 4500m
CZ,DL,3000m - 4500m
CZ,DO,>4500m
CZ,AJ,3000m - 4500m
CZ,AM,3000m - 4500m
CZ,BM,>4500m
CZ,EI,>4500m
CZ,BB,1500m - 3000m
CZ,DC,500m - 1500m
CZ,EM,>4500m
CZ,DG,1500m - 3000m
CZ,CU,1500m - 3000m
CZ,CX,500m - 1500m
CZ,DJ,3000m - 4500m
CZ,BI,1500m - 3000m
CZ,AC,>4500m
CZ,CF,3000m - 4500m
CZ,CC,500m - 1500m
CZ,DY,1500m - 3000m
CZ,BZ,500m - 1500m
CZ,CI,3000m - 4500m
CZ,CL,>4500m
CZ,AW,1500m - 3000m
CZ,AH,3000m - 4500m
CZ,DS,>4500m
CZ,AZ,3000m - 4500m
CZ,EB,3000m - 4500m
CZ,BW,1500m - 3000m
CZ,BT,1500m - 3000m
CZ,ED,>4500m
CZ,DV,>4500m
CZ,AE,3000m - 4500m
CZ,AT,1500m - 3000m
CZ,CO,>4500m
CZ,DA,<500m
CZ,BF,1500m - 3000m
CZ,EG,>4500m
CZ,BQ,>4500m
CZ,CR,>4500m
CZ,AQ,3000m - 4500m
CZ,DM,3000m - 4500m
CZ,DP,>4500m
CZ,AK,3000m - 4500m
CZ,AN,3000m - 4500m
CZ,BN,>4500m
CZ,EJ,>4500m
CZ,BC,1500m - 3000m
CZ,DD,500m - 1500m
BE,BJ,>4500m
BE,EK,>4500m
BE,DE,3000m - 4500m
BE,CS,1500m - 3000m
BE,CV,1500m - 3000m
BE,DH,3000m - 4500m
BE,BG,500m - 1500m
BE,AA,1500m - 3000m
BE,CD,3000m - 4500m
BE,CA,500m - 1500m
BE,DW,3000m - 4500m
BE,BX,500m - 1500m
BE,CG,>4500m
BE,CJ,>4500m
BE,AU,500m - 1500m
BE,AF,1500m - 3000m
BE,DQ,>4500m
BE,AX,1500m - 3000m
BE,DZ,>4500m
BE,BU,500m - 1500m
BE,BR,1500m - 3000m
BE,EC,>4500m
BE,DT,>4500m
BE,AD,1500m - 3000m
BE,AR,500m - 1500m
BE,CM,>4500m
BE,CY,1500m - 3000m
BE,BD,<500m
BE,EE,>4500m
BE,BO,>4500m
BE,CP,>4500m
BE,AO,500m - 1500m
BE,DK,>4500m
BE,DN,>4500m
BE,AI,1500m - 3000m
BE,AL,1500m - 3000m
BE,BL,>4500m
BE,EH,>4500m
BE,BA,500m - 1500m
BE,DB,1500m - 3000m
BE,BK,>4500m
BE,EL,>4500m
BE,DF,3000m - 4500m
BE,CT,1500m - 3000m
BE,CW,1500m - 3000m
BE,DI,3000m - 4500m
BE,BH,500m - 1500m
BE,AB,1500m - 3000m
BE,CE,3000m - 4500m
BE,CB,500m - 1500m
BE,DX,3000m - 4500m
BE,BY,500m - 1500m
BE,CH,>4500m
BE,CK,>4500m
BE,AV,500m - 1500m
BE,AG,1500m - 3000m
BE,DR,>4500m
BE,AY,1500m - 3000m
BE,EA,>4500m
BE,BV,500m - 1500m
BE,BS,1500m - 3000m
BE,DU,>4500m
BE,AS,500m - 1500m
BE,CN,>4500m
BE,CZ,1500m - 3000m
BE,BE,<500m
BE,EF,>4500m
BE,BP,>4500m
BE,CQ,>4500m
BE,AP,500m - 1500m
BE,DL,>4500m
BE,DO,>4500m
BE,AJ,1500m - 3000m
BE,AM,1500m - 3000m
BE,BM,>4500m
BE,EI,>4500m
BE,BB,500m - 1500m
BE,DC,1500m - 3000m
BE,EM,>4500m
BE,DG,3000m - 4500m
BE,CU,1500m - 3000m
BE,CX,1500m - 3000m
BE,DJ,3000m - 4500m
BE,BI,500m - 1500m
BE,AC,1500m - 3000m
BE,CF,3000m - 4500m
BE,CC,500m - 1500m
BE,DY,3000m - 4500m
BE,BZ,500m - 1500m
BE,CI,>4500m
BE,CL,>4500m
BE,AW,500m - 1500m
BE,AH,1500m - 3000m
BE,DS,>4500m
BE,AZ,1500m - 3000m
BE,EB,>4500m
BE,BW,500m - 1500m
BE,BT,1500m - 3000m
BE,ED,>4500m
BE,DV,>4500m
BE,AE,1500m - 3000m
BE,AT,500m - 1500m
BE,CO,>4500m
BE,DA,1500m - 3000m
BE,BF,<500m
BE,EG,>4500m
BE,BQ,>4500m
BE,CR,>4500m
BE,AQ,500m - 1500m
BE,DM,>4500m
BE,DP,>4500m
BE,AK,1500m - 3000m
BE,AN,1500m - 3000m
BE,BN,>4500m
BE,EJ,>4500m
BE,BC,500m - 1500m
BE,DD,1500m - 3000m
EF,BJ,1500m - 3000m
EF,EK,1500m - 3000m
EF,DE,3000m - 4500m
EF,CS,>4500m
EF,CV,>4500m
EF,DH,1500m - 3000m
EF,BG,>4500m
EF,AA,>4500m
EF,CD,1500m - 3000m
EF,CA,>4500m
EF,DW,1500m - 3000m
EF,BX,>4500m
EF,CG,1500m - 3000m
EF,CJ,1500m - 3000m
EF,AU,>4500m
EF,AF,>4500m
EF,DQ,500m - 1500m
EF,AX,>4500m
EF,DZ,1500m - 3000m
EF,BU,>4500m
EF,BR,>4500m
EF,EC,500m - 1500m
EF,DT,1500m - 3000m
EF,AD,>4500m
EF,AR,>4500m
EF,CM,1500m - 3000m
EF,CY,>4500m
EF,BD,>4500m
EF,EE,<500m
EF,BO,3000m - 4500m
EF,CP,1500m - 3000m
EF,AO,>4500m
EF,DK,1500m - 3000m
EF,DN,500m - 1500m
EF,AI,>4500m
EF,AL,>4500m
EF,BL,1500m - 3000m
EF,EH,500m - 1500m
EF,BA,>4500m
EF,DB,>4500m
EF,BK,1500m - 3000m
EF,EL,1500m - 3000m
EF,DF,3000m - 4500m
EF,CT,>4500m
EF,CW,>4500m
EF,DI,1500m - 3000m
EF,BH,>4500m
EF,AB,>4500m
EF,CE,1500m - 3000m
EF,CB,>4500m
EF,DX,1500m - 3000m
EF,BY,>4500m
EF,CH,1500m - 3000m
EF,CK,1500m - 3000m
EF,AV,>4500m
EF,AG,>4500m
EF,DR,500m - 1500m
EF,AY,>4500m
EF,EA,1500m - 3000m
EF,BV,>4500m
EF,BS,>4500m
EF,DU,1500m - 3000m
EF,AS,>4500m
EF,CN,1500m - 3000m
EF,CZ,>4500m
EF,BE,>4500m
EF,EF,<500m
EF,BP,3000m - 4500m
EF,CQ,1500m - 3000m
EF,AP,>4500m
EF,DL,1500m - 3000m
EF,DO,500m - 1500m
EF,AJ,>4500m
EF,AM,>4500m
EF,BM,1500m - 3000m
EF,EI,500m - 1500m
EF,BB,>4500m
EF,DC,>4500m
EF,EM,1500m - 3000m
EF,DG,3000m - 4500m
EF,CU,>4500m
EF,CX,>4500m
EF,DJ,1500m - 3000m
EF,BI,>4500m
EF,AC,>4500m
EF,CF,1500m - 3000m
EF,CC,>4500m
EF,DY,1500m - 3000m
EF,BZ,>4500m
EF,CI,1500m - 3000m
EF,CL,1500m - 3000m
EF,AW,>4500m
EF,AH,>4500m
EF,DS,500m - 1500m
EF,AZ,>4500m
EF,EB,1500m - 3000m
EF,BW,>4500m
EF,BT,>4500m
EF,ED,500m - 1500m
EF,DV,1500m - 3000m
EF,AE,>4500m
EF,AT,>4500m
EF,CO,1500m - 3000m
EF,DA,>4500m
EF,BF,>4500m
EF,EG,<500m
EF,BQ,3000m - 4500m
EF,CR,1500m - 3000m
EF,AQ,>4500m
EF,DM,1500m - 3000m
EF,DP,500m - 1500m
EF,AK,>4500m
EF,AN,>4500m
EF,BN,1500m - 3000m
EF,EJ,500m - 1500m
EF,BC,>4500m
EF,DD,>4500m
BP,BJ,1500m - 3000m
BP,EK,1500m - 3000m
BP,DE,>4500m
BP,CS,>4500m
BP,CV,>4500m
BP,DH,3000m - 4500m
BP,BG,>4500m
BP,AA,>4500m
BP,CD,3000m - 4500m
BP,CA,>4500m
BP,DW,>4500m
BP,BX,>4500m
BP,CG,1500m - 3000m
BP,CJ,1500m - 3000m
BP,AU,>4500m
BP,AF,>4500m
BP,DQ,1500m - 3000m
BP,AX,>4500m
BP,DZ,3000m - 4500m
BP,BU,>4500m
BP,BR,>4500m
BP,EC,3000m - 4500m
BP,DT,1500m - 3000m
BP,AD,>4500m
BP,AR,>4500m
BP,CM,500m - 1500m
BP,CY,>4500m
BP,BD,>4500m
BP,EE,3000m - 4500m
BP,BO,<500m
BP,CP,500m - 1500m
BP,AO,>4500m
BP,DK,3000m - 4500m
BP,DN,1500m - 3000m
BP,AI,>4500m
BP,AL,>4500m
BP,BL,500m - 1500m
BP,EH,1500m - 3000m
BP,BA,>4500m
BP,DB,>4500m
BP,BK,1500m - 3000m
BP,EL,1500m - 3000m
BP,DF,>4500m
BP,CT,>4500m
BP,CW,>4500m
BP,DI,3000m - 4500m
BP,BH,>4500m
BP,AB,>4500m
BP,CE,3000m - 4500m
BP,CB,>4500m
BP,DX,>4500m
BP,BY,>4500m
BP,CH,1500m - 3000m
BP,CK,1500m - 3000m
BP,AV,>4500m
BP,AG,>4500m
BP,DR,1500m - 3000m
BP,AY,>4500m
BP,EA,3000m - 4500m
BP,BV,>4500m
BP,BS,>4500m
BP,DU,1500m - 3000m
BP,AS,>4500m
BP,CN,500m - 1500m
BP,CZ,>4500m
BP,BE,>4500m
BP,EF,3000m - 4500m
BP,BP,<500m
BP,CQ,500m - 1500m
BP,AP,>4500m
BP,DL,3000m - 4500m
BP,DO,1500m - 3000m
BP,AJ,>4500m
BP,AM,>4500m
BP,BM,500m - 1500m
BP,EI,1500m - 3000m
BP,BB,>4500m
BP,DC,>4500m
BP,EM,1500m - 3000m
BP,DG,>4500m
BP,CU,>4500m
BP,CX,>4500m
BP,DJ,3000m - 4500m
BP,BI,>4500m
BP,AC,>4500m
BP,CF,3000m - 4500m
BP,CC,>4500m
BP,DY,>4500m
BP,BZ,>4500m
BP,CI,1500m - 3000m
BP,CL,1500m - 3000m
BP,AW,>4500m
BP,AH,>4500m
BP,DS,1500m - 3000m
BP,AZ,>4500m
BP,EB,3000m - 4500m
BP,BW,>4500m
BP,BT,>4500m
BP,ED,3000m - 4500m
BP,DV,1500m - 3000m
BP,AE,>4500m
BP,AT,>4500m
BP,CO,500m - 1500m
BP,DA,>4500m
BP,BF,>4500m
BP,EG,3000m - 4500m
BP,BQ,<500m
BP,CR,500m - 1500m
BP,AQ,>4500m
BP,DM,3000m - 4500m
BP,DP,1500m - 3000m
BP,AK,>4500m
BP,AN,>4500m
BP,BN,500m - 1500m
BP,EJ,1500m - 3000m
BP,BC,>4500m
BP,DD,>4500m
CQ,BJ,1500m - 3000m
CQ,EK,1500m - 3000m
CQ,DE,>4500m
CQ,CS,>4500m
CQ,CV,>4500m
CQ,DH,3000m - 4500m
CQ,BG,>4500m
CQ,AA,>4500m
CQ,CD,3000m - 4500m
CQ,CA,>4500m
CQ,DW,>4500m
CQ,BX,>4500m
CQ,CG,1500m - 3000m
CQ,CJ,1500m - 3000m
CQ,AU,>4500m
CQ,AF,>4500m
CQ,DQ,500m - 1500m
CQ,AX,>4500m
CQ,DZ,3000m - 4500m
CQ,BU,>4500m
CQ,BR,>4500m
CQ,EC,3000m - 4500m
CQ,DT,500m - 1500m
CQ,AD,>4500m
CQ,AR,>4500m
CQ,CM,500m - 1500m
CQ,CY,>4500m
CQ,BD,>4500m
CQ,EE,1500m - 3000m
CQ,BO,500m - 1500m
CQ,CP,<500m
CQ,AO,>4500m
CQ,DK,3000m - 4500m
CQ,DN,1500m - 3000m
CQ,AI,>4500m
CQ,AL,>4500m
CQ,BL,500m - 1500m
CQ,EH,1500m - 3000m
CQ,BA,>4500m
CQ,DB,>4500m
CQ,BK,1500m - 3000m
CQ,EL,1500m - 3000m
CQ,DF,>4500m
CQ,CT,>4500m
CQ,CW,>4500m
CQ,DI,3000m - 4500m
CQ,BH,>4500m
CQ,AB,>4500m
CQ,CE,3000m - 4500m
CQ,CB,>4500m
CQ,DX,>4500m
CQ,BY,>4500m
CQ,CH,1500m - 3000m
CQ,CK,1500m - 3000m
CQ,AV,>4500m
CQ,AG,>4500m
CQ,DR,500m - 1500m
CQ,AY,>4500m
CQ,EA,3000m - 4500m
CQ,BV,>4500m
CQ,BS,>4500m
CQ,DU,500m - 1500m
CQ,AS,>4500m
CQ,CN,500m - 1500m
CQ,CZ,>4500m
CQ,BE,>4500m
CQ,EF,1500m - 3000m
CQ,BP,500m - 1500m
CQ,CQ,<500m
CQ,AP,>4500m
CQ,DL,3000m - 4500m
CQ,DO,1500m - 3000m
CQ,AJ,>4500m
CQ,AM,>4500m
CQ,BM,500m - 1500m
CQ,EI,1500m - 3000m
CQ,BB,>4500m
CQ,DC,>4500m
CQ,EM,1500m - 3000m
CQ,DG,>4500m
CQ,CU,>4500m
CQ,CX,>4500m
CQ,DJ,3000m - 4500m
CQ,BI,>4500m
CQ,AC,>4500m
CQ,CF,3000m - 4500m
CQ,CC,>4500m
CQ,DY,>4500m
CQ,BZ,>4500m
CQ,CI,1500m - 3000m
CQ,CL,1500m - 3000m
CQ,AW,>4500m
CQ,AH,>4500m
CQ,DS,500m - 1500m
CQ,AZ,>4500m
CQ,EB,3000m - 4500m
CQ,BW,>4500m
CQ,BT,>4500m
CQ,ED,3000m - 4500m
CQ,DV,500m - 1500m
CQ,AE,>4500m
CQ,AT,>4500m
CQ,CO,500m - 1500m
CQ,DA,>4500m
CQ,BF,>4500m
CQ,EG,1500m - 3000m
CQ,BQ,500m - 1500m
CQ,CR,<500m
CQ,AQ,>4500m
CQ,DM,3000m - 4500m
CQ,DP,1500m - 3000m
CQ,AK,>4500m
CQ,AN,>4500m
CQ,BN,500m - 1500m
CQ,EJ,1500m - 3000m
CQ,BC,>4500m
CQ,DD,>4500m
AP,BJ,>4500m
AP,EK,>4500m
AP,DE,>4500m
AP,CS,1500m - 3000m
AP,CV,1500m - 3000m
AP,DH,>4500m
AP,BG,1500m - 3000m
AP,AA,500m - 1500m
AP,CD,>4500m
AP,CA,1500m - 3000m
AP,DW,>4500m
AP,BX,1500m - 3000m
AP,CG,>4500m
AP,CJ,>4500m
AP,AU,1500m - 3000m
AP,AF,500m - 1500m
AP,DQ,>4500m
AP,AX,500m - 1500m
AP,DZ,>4500m
AP,BU,1500m - 3000m
AP,BR,1500m - 3000m
AP,EC,>4500m
AP,DT,>4500m
AP,AD,500m - 1500m
AP,AR,500m - 1500m
AP,CM,>4500m
AP,CY,3000m - 4500m
AP,BD,500m - 1500m
AP,EE,>4500m
AP,BO,>4500m
AP,CP,>4500m
AP,AO,<500m
AP,DK,>4500m
AP,DN,>4500m
AP,AI,1500m - 3000m
AP,AL,500m - 1500m
AP,BL,>4500m
AP,EH,>4500m
AP,BA,500m - 1500m
AP,DB,3000m - 4500m
AP,BK,>4500m
AP,EL,>4500m
AP,DF,>4500m
AP,CT,1500m - 3000m
AP,CW,1500m - 3000m
AP,DI,>4500m
AP,BH,1500m - 3000m
AP,AB,500m - 1500m
AP,CE,>4500m
AP,CB,1500m - 3000m
AP,DX,>4500m
AP,BY,1500m - 3000m
AP,CH,>4500m
AP,CK,>4500m
AP,AV,1500m - 3000m
AP,AG,500m - 1500m
AP,DR,>4500m
AP,AY,500m - 1500m
AP,EA,>4500m
AP,BV,1500m - 3000m
AP,BS,1500m - 3000m
AP,DU,>4500m
AP,AS,500m - 1500m
AP,CN,>4500m
AP,CZ,3000m - 4500m
AP,BE,500m - 1500m
AP,EF,>4500m
AP,BP,>4500m
AP,CQ,>4500m
AP,AP,<500m
AP,DL,>4500m
AP,DO,>4500m
AP,AJ,1500m - 3000m
AP,AM,500m - 1500m
AP,BM,>4500m
AP,EI,>4500m
AP,BB,500m - 1500m
AP,DC,3000m - 4500m
AP,EM,>4500m
AP,DG,>4500m
AP,CU,1500m - 3000m
AP,CX,1500m - 3000m
AP,DJ,>4500m
AP,BI,1500m - 3000m
AP,AC,500m - 1500m
AP,CF,>4500m
AP,CC,1500m - 3000m
AP,DY,>4500m
AP,BZ,1500m - 3000m
AP,CI,>4500m
AP,CL,>4500m
AP,AW,1500m - 3000m
AP,AH,500m - 1500m
AP,DS,>4500m
AP,AZ,500m - 1500m
AP,EB,>4500m
AP,BW,1500m - 3000m
AP,BT,1500m - 3000m
AP,ED,>4500m
AP,DV,>4500m
AP,AE,500m - 1500m
AP,AT,500m - 1500m
AP,CO,>4500m
AP,DA,3000m - 4500m
AP,BF,500m - 1500m
AP,EG,>4500m
AP,BQ,>4500m
AP,CR,>4500m
AP,AQ,<500m
AP,DM,>4500m
AP,DP,>4500m
AP,AK,1500m - 3000m
AP,AN,500m - 1500m
AP,BN,>4500m
AP,EJ,>4500m
AP,BC,500m - 1500m
AP,DD,3000m - 4500m
DL,BJ,1500m - 3000m
DL,EK,3000m - 4500m
DL,DE,1500m - 3000m
DL,CS,>4500m
DL,CV,>4500m
DL,DH,500m - 1500m
DL,BG,3000m - 4500m
DL,AA,>4500m
DL,CD,500m - 1500m
DL,CA,3000m - 4500m
DL,DW,1500m - 3000m
DL,BX,>4500m
DL,CG,500m - 1500m
DL,CJ,1500m - 3000m
DL,AU,>4500m
DL,AF,>4500m
DL,DQ,1500m - 3000m
DL,AX,>4500m
DL,DZ,500m - 1500m
DL,BU,>4500m
DL,BR,>4500m
DL,EC,500m - 1500m
DL,DT,3000m - 4500m
DL,AD,>4500m
DL,AR,>4500m
DL,CM,1500m - 3000m
DL,CY,3000m - 4500m
DL,BD,>4500m
DL,EE,1500m - 3000m
DL,BO,3000m - 4500m
DL,CP,3000m - 4500m
DL,AO,>4500m
DL,DK,<500m
DL,DN,500m - 1500m
DL,AI,>4500m
DL,AL,>4500m
DL,BL,1500m - 3000m
DL,EH,1500m - 3000m
DL,BA,>4500m
DL,DB,3000m - 4500m
DL,BK,1500m - 3000m
DL,EL,3000m - 4500m
DL,DF,1500m - 3000m
